column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,250,350,2500,2.1,0,7,300,30,12,12,0,1,6,125,2,2,17.8231,591.913,595.647,126.165,33.6007,0.5
2,2,1002,350,500,2500,4.2,0,7,300,30,12,12,0,6,6,125,2,2,21.9202,603.431,595.753,129.924,31.476,0.5
5,5,1005,350,500,2500,4.2,0,7,300,30,12,12,0,6,6,125,2,2,21.2987,592.418,603.037,129.527,31.1822,0.5
6,6,1006,250,350,2500,2.1,0,7,300,30,12,12,0,1,6,125,2,2,21.2177,594.432,602.28,125.82,29.1029,0.5
7,7,1007,550,300,2500,3.96,0,7,300,30,12,12,7,0,6,100,2,2,20.7186,603.388,590.933,103.541,30.773,0.5
8,8,1008,650,350,2500,5.46,0,7,300,30,16,12,10,0,6,75,2,2,19.9338,607.254,605.347,77.8567,27.9827,0.5
9,9,1009,700,350,2500,5.88,0,7,300,30,20,16,6,0,6,75,2,2,22.3156,612.876,593.558,75.7157,26.6727,0.5
10,10,1010,700,350,2500,5.88,0,7,300,30,20,16,6,0,6,75,2,2,20.5403,602.364,595.788,77.5151,28.118,0.5
11,11,1011,650,350,2500,5.46,0,7,300,30,16,12,10,0,6,75,2,2,20.342,599.665,586.944,76.521,29.5972,0.5
12,12,1012,550,300,2500,3.96,0,7,300,30,12,12,7,0,6,100,2,2,22.3265,591.928,600.094,100.367,28.8236,0.5
13,13,1013,550,300,2500,3.96,0,7,300,30,12,12,7,0,6,100,2,2,21.8072,600.891,606.275,102.587,31.6332,0.5
14,14,1014,650,350,2500,5.46,0,7,300,30,16,12,10,0,6,75,2,2,19.3836,594.559,608.909,76.8471,29.1167,0.5
15,15,1015,600,300,2500,4.32,0,7,300,30,16,12,8,0,6,100,2,2,21.7222,600.217,599.448,104.41,30.0366,0.5
16,16,1016,600,300,2500,4.32,0,7,300,30,16,12,8,0,6,100,2,2,19.7879,601.661,592.452,102.801,28.392,0.5
17,17,1017,650,350,2500,5.46,0,7,300,30,16,12,10,0,6,75,2,2,23.4287,605.83,599.613,78.1509,26.2199,0.5
18,18,1018,550,300,2500,3.96,0,7,300,30,12,12,7,0,6,100,2,2,24.0538,597.263,596.697,102.266,31.7703,0.5
19,19,1019,300,350,2500,2.52,0,7,300,30,12,12,0,2,6,125,2,2,21.6171,613.872,597.022,129.472,27.809,0.5
20,20,1020,350,500,2500,4.2,0,7,300,30,16,16,0,5,6,100,2,2,23.9773,615.635,595.834,104.849,29.7409,0.5
21,21,1021,350,450,2500,3.78,0,7,300,30,12,12,0,6,6,100,2,2,18.8061,605.661,610.176,100.106,30.7217,0.5
22,22,1022,350,450,2500,3.78,0,7,300,30,12,12,0,6,6,100,2,2,21.6768,603.054,598.442,102.257,31.3719,0.5
23,23,1023,350,500,2500,4.2,0,7,300,30,16,16,0,5,6,100,2,2,18.6108,603.755,584.076,102.149,29.3608,0.5
24,24,1024,300,350,2500,2.52,0,7,300,30,12,12,0,2,6,125,2,2,21.2597,606.95,599.929,129.875,28.2939,0.5
1001,1001,2001,250,350,2500,2.1,0,7,300,30,12,12,1,0,6,125,2,2,19.0063,610.041,603.158,125.116,33.9654,0.5
