node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,elastic,elastic
2,5.8,0,0,,2,,,,,elastic,elastic
3,11.6,0,0,,3,,,,,elastic,elastic
4,17.4,0,0,,4062,,,,,elastic,elastic
5,20.2,0,0,,4064,,,,,elastic,elastic
6,26,0,0,,6,,,,,elastic,elastic
7,31.8,0,0,,7,,,,,elastic,elastic
8,37.6,0,0,,8,,,,,elastic,elastic
9,0,4.75,0,,9,,,,,elastic,elastic
10,5.8,4.75,0,,10,,,,,elastic,elastic
11,11.6,4.75,0,,11,,,,,elastic,elastic
12,17.4,4.75,0,,12,,,,,elastic,elastic
13,20.2,4.75,0,,13,,,,,elastic,elastic
14,26,4.75,0,,14,,,,,elastic,elastic
15,31.8,4.75,0,,15,,,,,elastic,elastic
16,37.6,4.75,0,,16,,,,,elastic,elastic
17,0,9.5,0,,17,,,,,elastic,elastic
18,5.8,9.5,0,,18,,,,,elastic,elastic
19,11.6,9.5,0,,19,,,,,elastic,elastic
20,17.4,9.5,0,,20,,,,,elastic,elastic
21,20.2,9.5,0,,21,,,,,elastic,elastic
22,26,9.5,0,,22,,,,,elastic,elastic
23,31.8,9.5,0,,23,,,,,elastic,elastic
24,37.6,9.5,0,,24,,,,,elastic,elastic
1001,0,0,3.65,1,1001,,1025,,1046,elastic,elastic
1002,5.8,0,3.65,2,1002,1025,1026,,1047,elastic,elastic
1003,11.6,0,3.65,3,1003,1026,1027,,1048,elastic,elastic
1004,17.4,0,3.65,4063,4067,1027,1028,,1049,elastic,elastic
1005,20.2,0,3.65,4065,4069,1028,1029,,1050,elastic,elastic
1006,26,0,3.65,6,1006,1029,1030,,1051,elastic,elastic
1007,31.8,0,3.65,7,1007,1030,1031,,1052,elastic,elastic
1008,37.6,0,3.65,8,1008,1031,,,1053,elastic,elastic
1009,0,4.75,3.65,9,1009,,1032,1046,1054,elastic,elastic
1010,5.8,4.75,3.65,10,1010,1032,1033,1047,1055,elastic,elastic
1011,11.6,4.75,3.65,11,1011,1033,1034,1048,1056,elastic,elastic
1012,17.4,4.75,3.65,12,1012,1034,1035,1049,1057,elastic,elastic
1013,20.2,4.75,3.65,13,1013,1035,1036,1050,1058,elastic,elastic
1014,26,4.75,3.65,14,1014,1036,1037,1051,1059,elastic,elastic
1015,31.8,4.75,3.65,15,1015,1037,1038,1052,1060,elastic,elastic
1016,37.6,4.75,3.65,16,1016,1038,,1053,1061,elastic,elastic
1017,0,9.5,3.65,17,1017,,1039,1054,,elastic,elastic
1018,5.8,9.5,3.65,18,1018,1039,1040,1055,,elastic,elastic
1019,11.6,9.5,3.65,19,1019,1040,1041,1056,,elastic,elastic
1020,17.4,9.5,3.65,20,1020,1041,1042,1057,,elastic,elastic
1021,20.2,9.5,3.65,21,1021,1042,1043,1058,,elastic,elastic
1022,26,9.5,3.65,22,1022,1043,1044,1059,,elastic,elastic
1023,31.8,9.5,3.65,23,1023,1044,1045,1060,,elastic,elastic
1024,37.6,9.5,3.65,24,1024,1045,,1061,,elastic,elastic
2001,0,0,6.45,1001,2001,,2025,,2046,elastic,elastic
2002,5.8,0,6.45,1002,2002,2025,2026,,2047,elastic,elastic
2003,11.6,0,6.45,1003,2003,2026,2027,,2048,elastic,elastic
2004,17.4,0,6.45,4068,4072,2027,2028,,2049,elastic,elastic
2005,20.2,0,6.45,4070,4074,2028,2029,,2050,elastic,elastic
2006,26,0,6.45,1006,2006,2029,2030,,2051,elastic,elastic
2007,31.8,0,6.45,1007,2007,2030,2031,,2052,elastic,elastic
2008,37.6,0,6.45,1008,2008,2031,,,2053,elastic,elastic
2009,0,4.75,6.45,1009,2009,,2032,2046,2054,elastic,elastic
2010,5.8,4.75,6.45,1010,2010,2032,2033,2047,2055,elastic,elastic
2011,11.6,4.75,6.45,1011,2011,2033,2034,2048,2056,elastic,elastic
2012,17.4,4.75,6.45,1012,2012,2034,2035,2049,2057,elastic,elastic
2013,20.2,4.75,6.45,1013,2013,2035,2036,2050,2058,elastic,elastic
2014,26,4.75,6.45,1014,2014,2036,2037,2051,2059,elastic,elastic
2015,31.8,4.75,6.45,1015,2015,2037,2038,2052,2060,elastic,elastic
2016,37.6,4.75,6.45,1016,2016,2038,,2053,2061,elastic,elastic
2017,0,9.5,6.45,1017,2017,,2039,2054,,elastic,elastic
2018,5.8,9.5,6.45,1018,2018,2039,2040,2055,,elastic,elastic
2019,11.6,9.5,6.45,1019,2019,2040,2041,2056,,elastic,elastic
2020,17.4,9.5,6.45,1020,2020,2041,2042,2057,,elastic,elastic
2021,20.2,9.5,6.45,1021,2021,2042,2043,2058,,elastic,elastic
2022,26,9.5,6.45,1022,2022,2043,2044,2059,,elastic,elastic
2023,31.8,9.5,6.45,1023,2023,2044,2045,2060,,elastic,elastic
2024,37.6,9.5,6.45,1024,2024,2045,,2061,,elastic,elastic
3001,0,0,9.25,2001,3001,,3025,,3046,elastic,elastic
3002,5.8,0,9.25,2002,3002,3025,3026,,3047,elastic,elastic
3003,11.6,0,9.25,2003,3003,3026,3027,,3048,elastic,elastic
3004,17.4,0,9.25,4073,4077,3027,3028,,3049,elastic,elastic
3005,20.2,0,9.25,4075,4079,3028,3029,,3050,elastic,elastic
3006,26,0,9.25,2006,3006,3029,3030,,3051,elastic,elastic
3007,31.8,0,9.25,2007,3007,3030,3031,,3052,elastic,elastic
3008,37.6,0,9.25,2008,3008,3031,,,3053,elastic,elastic
3009,0,4.75,9.25,2009,3009,,3032,3046,3054,elastic,elastic
3010,5.8,4.75,9.25,2010,3010,3032,3033,3047,3055,elastic,elastic
3011,11.6,4.75,9.25,2011,3011,3033,3034,3048,3056,elastic,elastic
3012,17.4,4.75,9.25,2012,3012,3034,3035,3049,3057,elastic,elastic
3013,20.2,4.75,9.25,2013,3013,3035,3036,3050,3058,elastic,elastic
3014,26,4.75,9.25,2014,3014,3036,3037,3051,3059,elastic,elastic
3015,31.8,4.75,9.25,2015,3015,3037,3038,3052,3060,elastic,elastic
3016,37.6,4.75,9.25,2016,3016,3038,,3053,3061,elastic,elastic
3017,0,9.5,9.25,2017,3017,,3039,3054,,elastic,elastic
3018,5.8,9.5,9.25,2018,3018,3039,3040,3055,,elastic,elastic
3019,11.6,9.5,9.25,2019,3019,3040,3041,3056,,elastic,elastic
3020,17.4,9.5,9.25,2020,3020,3041,3042,3057,,elastic,elastic
3021,20.2,9.5,9.25,2021,3021,3042,3043,3058,,elastic,elastic
3022,26,9.5,9.25,2022,3022,3043,3044,3059,,elastic,elastic
3023,31.8,9.5,9.25,2023,3023,3044,3045,3060,,elastic,elastic
3024,37.6,9.5,9.25,2024,3024,3045,,3061,,elastic,elastic
4001,0,0,12.05,3001,,,4025,,4046,elastic,elastic
4002,5.8,0,12.05,3002,,4025,4026,,4047,elastic,elastic
4003,11.6,0,12.05,3003,,4026,4027,,4048,elastic,elastic
4004,17.4,0,12.05,4078,,4027,4028,,4049,elastic,elastic
4005,20.2,0,12.05,4080,,4028,4029,,4050,elastic,elastic
4006,26,0,12.05,3006,,4029,4030,,4051,elastic,elastic
4007,31.8,0,12.05,3007,,4030,4031,,4052,elastic,elastic
4008,37.6,0,12.05,3008,,4031,,,4053,elastic,elastic
4009,0,4.75,12.05,3009,,,4032,4046,4054,elastic,elastic
4010,5.8,4.75,12.05,3010,,4032,4033,4047,4055,elastic,elastic
4011,11.6,4.75,12.05,3011,,4033,4034,4048,4056,elastic,elastic
4012,17.4,4.75,12.05,3012,,4034,4035,4049,4057,elastic,elastic
4013,20.2,4.75,12.05,3013,,4035,4036,4050,4058,elastic,elastic
4014,26,4.75,12.05,3014,,4036,4037,4051,4059,elastic,elastic
4015,31.8,4.75,12.05,3015,,4037,4038,4052,4060,elastic,elastic
4016,37.6,4.75,12.05,3016,,4038,,4053,4061,elastic,elastic
4017,0,9.5,12.05,3017,,,4039,4054,,elastic,elastic
4018,5.8,9.5,12.05,3018,,4039,4040,4055,,elastic,elastic
4019,11.6,9.5,12.05,3019,,4040,4041,4056,,elastic,elastic
4020,17.4,9.5,12.05,3020,,4041,4042,4057,,elastic,elastic
4021,20.2,9.5,12.05,3021,,4042,4043,4058,,elastic,elastic
4022,26,9.5,12.05,3022,,4043,4044,4059,,elastic,elastic
4023,31.8,9.5,12.05,3023,,4044,4045,4060,,elastic,elastic
4024,37.6,9.5,12.05,3024,,4045,,4061,,elastic,elastic
4025,17.4,0,1.825,4062,4063,,4066,,,elastic,elastic
4026,20.2,0,1.825,4064,4065,4066,,,,elastic,elastic
4027,17.4,0,5.05,4067,4068,,4071,,,elastic,elastic
4028,20.2,0,5.05,4069,4070,4071,,,,elastic,elastic
4029,17.4,0,7.85,4072,4073,,4076,,,elastic,elastic
4030,20.2,0,7.85,4074,4075,4076,,,,elastic,elastic
4031,17.4,0,10.65,4077,4078,,4081,,,elastic,elastic
4032,20.2,0,10.65,4079,4080,4081,,,,elastic,elastic
