column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,350,350,3100,3.0625,0,13.3333,347.826,30,25,25,0,0,8,125,4,4,22.8025,477.811,485.418,126.197,35.3792,0
2,2,1002,400,400,3100,4,0,13.3333,347.826,30,25,20,0,0,8,150,4,4,28.5789,478.517,475.539,154.897,28.121,0
5,5,1005,400,400,3100,4,0,13.3333,347.826,30,25,20,0,0,8,150,4,4,23.5865,479.08,481.775,156.488,30.6707,0
6,6,1006,350,350,3100,3.0625,0,13.3333,347.826,30,25,25,0,0,8,125,4,4,22.6859,471.347,490.71,128.028,29.4261,0
7,7,1007,400,400,3100,4,0,13.3333,347.826,30,20,16,2,0,8,150,4,4,22.3815,475.303,479.093,157.291,29.0789,0
8,8,1008,500,500,3100,6.25,0,13.3333,347.826,30,25,20,1,1,8,125,4,4,24.6822,490.043,476.099,128.776,31.3614,0
9,9,1009,450,450,3100,5.0625,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,26.1614,481.504,480.857,156.185,28.3094,0
10,10,1010,450,450,3100,5.0625,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,25.0818,481.979,475.092,150.857,30.471,0
11,11,1011,500,500,3100,6.25,0,13.3333,347.826,30,25,20,1,1,8,125,4,4,22.5223,483.259,477.526,130.723,28.7768,0
12,12,1012,400,400,3100,4,0,13.3333,347.826,30,20,16,2,0,8,150,4,4,29.3209,488.863,479.083,150.96,32.229,0
13,13,1013,400,400,3100,4,0,13.3333,347.826,30,25,20,0,0,8,150,4,4,25.0076,477.585,471.127,154.86,27.2804,0
14,14,1014,500,500,3100,6.25,0,13.3333,347.826,30,25,20,1,1,8,125,4,4,27.2003,474.213,476.499,126.621,28.3133,0
15,15,1015,450,450,3100,5.0625,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,25.1115,480.156,486.501,152.528,31.8062,0
16,16,1016,450,450,3100,5.0625,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,24.973,475.114,483.694,155.367,29.8972,0
17,17,1017,500,500,3100,6.25,0,13.3333,347.826,30,25,20,1,1,8,125,4,4,21.768,487.459,472.456,126.038,24.9762,0
18,18,1018,400,400,3100,4,0,13.3333,347.826,30,25,20,0,0,8,150,4,4,23.4224,484.56,482.645,153.363,38.5811,0
19,19,1019,350,350,3100,3.0625,0,13.3333,347.826,30,25,25,0,0,8,125,4,4,23.878,482.785,473.058,129.961,28.8663,0
20,20,1020,400,400,3100,4,0,13.3333,347.826,30,25,20,0,0,8,150,4,4,26.0923,489.364,474.34,151.702,31.8603,0
