node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,elastic,elastic
2,5.3,0,0,,2,,,,,elastic,elastic
3,10.6,0,0,,4063,,,,,elastic,elastic
4,13.45,0,0,,4065,,,,,elastic,elastic
5,18.75,0,0,,5,,,,,elastic,elastic
6,24.05,0,0,,6,,,,,elastic,elastic
7,0,4.25,0,,7,,,,,elastic,elastic
8,5.3,4.25,0,,8,,,,,elastic,elastic
9,10.6,4.25,0,,9,,,,,elastic,elastic
10,13.45,4.25,0,,10,,,,,elastic,elastic
11,18.75,4.25,0,,11,,,,,elastic,elastic
12,24.05,4.25,0,,12,,,,,elastic,elastic
13,0,8.5,0,,13,,,,,elastic,elastic
14,5.3,8.5,0,,14,,,,,elastic,elastic
15,10.6,8.5,0,,15,,,,,elastic,elastic
16,13.45,8.5,0,,16,,,,,elastic,elastic
17,18.75,8.5,0,,17,,,,,elastic,elastic
18,24.05,8.5,0,,18,,,,,elastic,elastic
19,0,12.75,0,,19,,,,,elastic,elastic
20,5.3,12.75,0,,20,,,,,elastic,elastic
21,10.6,12.75,0,,21,,,,,elastic,elastic
22,13.45,12.75,0,,22,,,,,elastic,elastic
23,18.75,12.75,0,,23,,,,,elastic,elastic
24,24.05,12.75,0,,24,,,,,elastic,elastic
1001,0,0,2.9,1,1001,,1025,,1045,elastic,elastic
1002,5.3,0,2.9,2,1002,1025,1026,,1046,elastic,elastic
1003,10.6,0,2.9,4064,4068,1026,1027,,1047,elastic,elastic
1004,13.45,0,2.9,4066,4070,1027,1028,,1048,elastic,elastic
1005,18.75,0,2.9,5,1005,1028,1029,,1049,elastic,elastic
1006,24.05,0,2.9,6,1006,1029,,,1050,elastic,elastic
1007,0,4.25,2.9,7,1007,,1030,1045,1051,elastic,elastic
1008,5.3,4.25,2.9,8,1008,1030,1031,1046,1052,elastic,elastic
1009,10.6,4.25,2.9,9,1009,1031,1032,1047,1053,elastic,elastic
1010,13.45,4.25,2.9,10,1010,1032,1033,1048,1054,elastic,elastic
1011,18.75,4.25,2.9,11,1011,1033,1034,1049,1055,elastic,elastic
1012,24.05,4.25,2.9,12,1012,1034,,1050,1056,elastic,elastic
1013,0,8.5,2.9,13,1013,,1035,1051,1057,elastic,elastic
1014,5.3,8.5,2.9,14,1014,1035,1036,1052,1058,elastic,elastic
1015,10.6,8.5,2.9,15,1015,1036,1037,1053,1059,elastic,elastic
