node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,4063,,,,,elastic,elastic
2,3.1,0,0,,4065,,,,,elastic,elastic
3,7.35,0,0,,3,,,,,elastic,elastic
4,11.6,0,0,,4,,,,,elastic,elastic
5,0,4.4,0,,5,,,,,elastic,elastic
6,3.1,4.4,0,,6,,,,,elastic,elastic
7,7.35,4.4,0,,7,,,,,elastic,elastic
8,11.6,4.4,0,,8,,,,,elastic,elastic
9,0,8.8,0,,9,,,,,elastic,elastic
10,3.1,8.8,0,,10,,,,,elastic,elastic
11,7.35,8.8,0,,11,,,,,elastic,elastic
12,11.6,8.8,0,,12,,,,,elastic,elastic
13,0,13.2,0,,13,,,,,elastic,elastic
14,3.1,13.2,0,,14,,,,,elastic,elastic
15,7.35,13.2,0,,15,,,,,elastic,elastic
16,11.6,13.2,0,,16,,,,,elastic,elastic
17,0,17.6,0,,17,,,,,elastic,elastic
18,3.1,17.6,0,,18,,,,,elastic,elastic
19,7.35,17.6,0,,19,,,,,elastic,elastic
20,11.6,17.6,0,,20,,,,,elastic,elastic
21,0,22,0,,21,,,,,elastic,elastic
22,3.1,22,0,,22,,,,,elastic,elastic
23,7.35,22,0,,23,,,,,elastic,elastic
24,11.6,22,0,,24,,,,,elastic,elastic
1001,0,0,3.15,4064,4068,,1025,,1043,elastic,elastic
1002,3.1,0,3.15,4066,4070,1025,1026,,1044,elastic,elastic
1003,7.35,0,3.15,3,1003,1026,1027,,1045,elastic,elastic
1004,11.6,0,3.15,4,1004,1027,,,1046,elastic,elastic
1005,0,4.4,3.15,5,1005,,1028,1043,1047,elastic,elastic
1006,3.1,4.4,3.15,6,1006,1028,1029,1044,1048,elastic,elastic
1007,7.35,4.4,3.15,7,1007,1029,1030,1045,1049,elastic,elastic
1008,11.6,4.4,3.15,8,1008,1030,,1046,1050,elastic,elastic
1009,0,8.8,3.15,9,1009,,1031,1047,1051,elastic,elastic
1010,3.1,8.8,3.15,10,1010,1031,1032,1048,1052,elastic,elastic
1011,7.35,8.8,3.15,11,1011,1032,1033,1049,1053,elastic,elastic
1012,11.6,8.8,3.15,12,1012,1033,,1050,1054,elastic,elastic
1013,0,13.2,3.15,13,1013,,1034,1051,1055,elastic,elastic
1014,3.1,13.2,3.15,14,1014,1034,1035,1052,1056,elastic,elastic
1015,7.35,13.2,3.15,15,1015,1035,1036,1053,1057,elastic,elastic
1016,11.6,13.2,3.15,16,1016,1036,,1054,1058,elastic,elastic
1017,0,17.6,3.15,17,1017,,1037,1055,1059,elastic,elastic
