column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,300,300,3200,2.16,0,8.5,240,30,12,12,1,1,6,125,2,2,17.7208,463.988,471.341,131.988,37.6336,1
2,2,1002,400,400,3200,3.84,0,8.5,240,30,20,20,1,0,6,100,2,2,26.8046,486.891,471.552,123.633,33.0245,1
5,5,1005,400,400,3200,3.84,0,8.5,240,30,20,20,1,0,6,100,2,2,25.306,464.98,486.097,121.727,32.4109,1
6,6,1006,300,300,3200,2.16,0,8.5,240,30,12,12,1,1,6,125,2,2,25.1139,468.942,484.573,129.918,28.2326,1
7,7,1007,350,350,3200,2.94,0,8.5,240,30,16,12,2,1,6,100,2,2,23.9463,486.805,462.072,121.244,31.5659,1
8,8,1008,400,400,3200,3.84,0,8.5,240,30,20,16,3,1,6,75,2,2,22.1665,494.639,490.765,92.14,26.1011,1
9,9,1009,350,350,3200,2.94,0,8.5,240,30,12,12,4,3,6,100,2,2,27.7802,506.169,467.219,105.726,23.7144,1
10,10,1010,350,350,3200,2.94,0,8.5,240,30,12,12,4,3,6,100,2,2,23.536,484.741,471.62,120.121,26.3541,1
11,11,1011,400,400,3200,3.84,0,8.5,240,30,20,16,3,1,6,75,2,2,23.0836,479.33,454.313,84.126,29.1998,1
12,12,1012,350,350,3200,2.94,0,8.5,240,30,16,12,2,1,6,100,2,2,27.8074,464.018,480.188,102.202,27.6933,1
13,13,1013,350,350,3200,2.94,0,8.5,240,30,16,12,2,1,6,100,2,2,26.5289,481.783,492.649,115.524,33.3553,1
14,14,1014,400,400,3200,3.84,0,8.5,240,30,20,16,3,1,6,75,2,2,20.9599,469.192,498.016,86.0828,28.2594,1
15,15,1015,350,350,3200,2.94,0,8.5,240,30,12,12,4,3,6,100,2,2,26.3224,480.433,478.896,126.457,30.0732,1
16,16,1016,350,350,3200,2.94,0,8.5,240,30,12,12,4,3,6,100,2,2,21.8433,483.33,465.045,116.806,26.8703,1
17,17,1017,400,400,3200,3.84,0,8.5,240,30,20,16,3,1,6,75,2,2,30.6208,491.745,479.227,93.9056,22.9162,1
18,18,1018,350,350,3200,2.94,0,8.5,240,30,16,12,2,1,6,100,2,2,32.2764,474.544,473.421,113.598,33.6451,1
19,19,1019,300,300,3200,2.16,0,8.5,240,30,12,12,1,2,6,125,2,2,26.0683,508.226,474.066,151.833,25.778,1
20,20,1020,400,400,3200,3.84,0,8.5,240,30,20,20,1,0,6,100,2,2,32.0716,511.883,471.711,129.096,29.4841,1
21,21,1021,350,350,3200,2.94,0,8.5,240,30,12,12,3,3,6,100,2,2,19.7296,491.402,500.611,100.633,31.4609,1
22,22,1022,350,350,3200,2.94,0,8.5,240,30,12,12,3,3,6,100,2,2,26.2126,486.131,476.889,113.539,32.8066,1
23,23,1023,400,400,3200,3.84,0,8.5,240,30,20,20,1,0,6,100,2,2,19.3219,487.546,448.782,112.896,28.7353,1
24,24,1024,300,300,3200,2.16,0,8.5,240,30,12,12,1,2,6,125,2,2,25.2135,494.021,479.858,154.253,26.6848,1
1001,1001,2001,300,300,3200,2.16,0,8.5,240,30,12,12,0,3,6,125,2,2,20.1518,500.335,486.341,125.695,38.4549,1
1002,1002,2002,400,400,3200,3.84,0,8.5,240,30,20,20,0,0,6,150,2,2,20.814,492.72,490.892,176.093,32.3036,1
1005,1005,2005,400,400,3200,3.84,0,8.5,240,30,20,20,0,0,6,150,2,2,27.4563,484.351,488.293,162.547,26.1816,1
1006,1006,2006,300,300,3200,2.16,0,8.5,240,30,12,12,0,3,6,125,2,2,22.4929,462.909,486.41,142.872,34.7338,1
1007,1007,2007,350,350,3200,2.94,0,8.5,240,30,16,12,0,4,6,75,2,2,20.3896,483.787,469.926,91.1382,30.5595,1
1008,1008,2008,400,400,3200,3.84,0,8.5,240,30,20,16,0,0,6,100,2,2,22.4071,475.501,475.402,118.897,28.8094,1
1009,1009,2009,350,350,3200,2.94,0,8.5,240,30,12,12,1,3,6,100,2,2,24.2024,468.441,478.78,107.386,23.1475,1
1010,1010,2010,350,350,3200,2.94,0,8.5,240,30,12,12,1,3,6,100,2,2,25.7245,495.157,467.049,106.162,25.7443,1
1011,1011,2011,400,400,3200,3.84,0,8.5,240,30,20,16,0,0,6,100,2,2,22.121,491.342,477.808,125.52,23.3583,1
1012,1012,2012,350,350,3200,2.94,0,8.5,240,30,16,12,0,4,6,75,2,2,28.093,480.803,464.963,86.4195,33.2644,1
1013,1013,2013,350,350,3200,2.94,0,8.5,240,30,16,12,0,4,6,75,2,2,25.9227,478.9,463.979,97.0401,34.2816,1
1014,1014,2014,400,400,3200,3.84,0,8.5,240,30,20,16,0,0,6,100,2,2,26.2125,479.678,491.892,119.906,29.045,1
1015,1015,2015,350,350,3200,2.94,0,8.5,240,30,12,12,1,3,6,100,2,2,24.6833,472.368,468.637,106.77,21.7646,1
1016,1016,2016,350,350,3200,2.94,0,8.5,240,30,12,12,1,3,6,100,2,2,30.7975,477.051,479.184,105.081,24.7869,1
