column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,500,500,3100,6.25,0,13.3333,347.826,30,25,20,3,1,8,125,4,4,22.8025,477.811,485.418,126.197,35.3792,0
2,2,1002,550,550,3100,7.5625,0,13.3333,347.826,30,25,20,3,3,8,125,5,5,28.5789,478.517,475.539,129.081,28.121,0
5,5,1005,550,550,3100,7.5625,0,13.3333,347.826,30,25,20,3,3,8,125,5,5,23.5865,479.08,481.775,130.407,30.6707,0
6,6,1006,500,500,3100,6.25,0,13.3333,347.826,30,25,20,3,1,8,125,4,4,22.6859,471.347,490.71,128.028,29.4261,0
7,7,1007,650,650,3100,10.5625,0,13.3333,347.826,30,25,20,6,5,8,100,5,5,22.3815,475.303,479.093,104.861,29.0789,0
8,8,1008,800,800,3100,16,0,13.3333,347.826,30,25,20,11,9,8,75,6,6,24.6822,490.043,476.099,77.2654,31.3614,0
9,9,1009,750,750,3100,14.0625,0,13.3333,347.826,30,25,20,9,9,8,75,6,6,26.1614,481.504,480.857,78.0923,28.3094,0
10,10,1010,750,750,3100,14.0625,0,13.3333,347.826,30,25,20,9,9,8,75,6,6,25.0818,481.979,475.092,75.4285,30.471,0
11,11,1011,800,800,3100,16,0,13.3333,347.826,30,25,20,11,9,8,75,6,6,22.5223,483.259,477.526,78.4338,28.7768,0
12,12,1012,650,650,3100,10.5625,0,13.3333,347.826,30,25,20,6,5,8,100,5,5,29.3209,488.863,479.083,100.64,32.229,0
13,13,1013,650,650,3100,10.5625,0,13.3333,347.826,30,25,20,6,5,8,100,5,5,25.0076,477.585,471.127,103.24,27.2804,0
14,14,1014,800,800,3100,16,0,13.3333,347.826,30,25,20,11,9,8,75,6,6,27.2003,474.213,476.499,75.9723,28.3133,0
15,15,1015,750,750,3100,14.0625,0,13.3333,347.826,30,25,20,9,9,8,75,6,6,25.1115,480.156,486.501,76.2641,31.8062,0
16,16,1016,750,750,3100,14.0625,0,13.3333,347.826,30,25,20,9,9,8,75,6,6,24.973,475.114,483.694,77.6835,29.8972,0
17,17,1017,800,800,3100,16,0,13.3333,347.826,30,25,20,11,9,8,75,6,6,21.768,487.459,472.456,75.623,24.9762,0
18,18,1018,650,650,3100,10.5625,0,13.3333,347.826,30,25,20,6,5,8,100,5,5,23.4224,484.56,482.645,102.242,38.5811,0
19,19,1019,500,500,3100,6.25,0,13.3333,347.826,30,25,20,3,1,8,125,4,4,23.878,482.785,473.058,129.961,28.8663,0
20,20,1020,550,550,3100,7.5625,0,13.3333,347.826,30,25,20,3,3,8,125,5,5,26.0923,489.364,474.34,126.418,31.8603,0
21,21,1021,550,550,3100,7.5625,0,13.3333,347.826,30,25,20,4,4,8,125,5,5,28.0746,486.461,472.153,131.225,31.6562,0
22,22,1022,650,650,3100,10.5625,0,13.3333,347.826,30,25,20,7,6,8,100,5,5,24.7398,489.92,479.731,103.001,26.464,0
23,23,1023,550,550,3100,7.5625,0,13.3333,347.826,30,25,20,3,3,8,125,5,5,24.9596,477.355,477.452,125.691,28.2021,0
24,24,1024,500,500,3100,6.25,0,13.3333,347.826,30,25,20,3,1,8,125,4,4,22.0409,479.099,479.736,125.051,30.8033,0
1001,1001,2001,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,1,8,150,4,4,25.9225,481.502,477.487,150.256,28.513,0
1002,1002,2002,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,3,8,150,5,5,28.068,477.669,479.299,156.903,37.7973,0
1005,1005,2005,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,3,8,150,5,5,23.2154,484.396,475.858,152.874,28.5514,0
1006,1006,2006,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,1,8,150,4,4,19.1143,478.405,487.308,157.462,30.5939,0
1007,1007,2007,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,4,1,8,125,5,5,23.1861,477.629,473.922,125.571,34.2534,0
1008,1008,2008,800,800,2800,16,0,13.3333,347.826,30,25,20,3,5,8,150,6,6,26.3123,478.448,471.468,153.886,29.7527,0
1009,1009,2009,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,7,8,100,6,6,24.74,474.31,473.529,100.21,33.2376,0
1010,1010,2010,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,7,8,100,6,6,28.5725,482.273,478.453,104.342,30.3599,0
1011,1011,2011,800,800,2800,16,0,13.3333,347.826,30,25,20,3,5,8,150,6,6,22.5046,482.15,469.725,151.522,29.301,0
1012,1012,2012,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,4,1,8,125,5,5,28.8177,482.261,477.83,129.609,30.7605,0
1013,1013,2013,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,4,1,8,125,5,5,25.9281,480.506,471.371,125.001,30.5513,0
1014,1014,2014,800,800,2800,16,0,13.3333,347.826,30,25,20,3,5,8,125,6,6,29.3284,481.394,481.87,130.683,28.2171,0
1015,1015,2015,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,7,8,100,6,6,29.3985,480.967,481.916,102.09,26.3263,0
1016,1016,2016,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,7,8,100,6,6,24.3494,479.333,479.466,104.74,26.896,0
1017,1017,2017,800,800,2800,16,0,13.3333,347.826,30,25,20,3,5,8,125,6,6,25.3546,479.395,478.601,126.606,24.183,0
1018,1018,2018,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,4,1,8,125,5,5,21.1605,473.82,481.198,128.297,32.7244,0
1019,1019,2019,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,1,8,150,4,4,23.5577,472.977,485.015,152.274,33.2248,0
1020,1020,2020,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,3,8,150,5,5,24.637,485.319,481.857,153.902,35.2496,0
1021,1021,2021,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,5,8,125,5,5,23.7665,482.379,471.577,130.26,28.8396,0
1022,1022,2022,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,1,4,8,150,5,5,23.6314,474.573,482.931,154.569,32.5873,0
1023,1023,2023,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,3,8,150,5,5,23.8073,471.565,479.285,154.134,32.3511,0
1024,1024,2024,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,1,8,150,4,4,23.7647,479.732,482.307,153.768,24.6271,0
2001,2001,3001,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,2,8,150,4,4,24.2341,474.54,488.122,151.526,33.9184,0
2002,2002,3002,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,4,8,150,5,5,24.8724,475.206,485.018,152.036,31.8377,0
2005,2005,3005,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,4,8,150,5,5,21.6137,489.056,478.11,155.944,25.9482,0
2006,2006,3006,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,2,8,150,4,4,27.4251,481.313,477.184,157.19,26.325,0
2007,2007,3007,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,5,2,8,150,5,5,22.8749,476.6,478.395,152.066,27.83,0
2008,2008,3008,800,800,2800,16,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,23.3231,479.546,472.104,153.281,31.7645,0
2009,2009,3009,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,5,7,8,125,6,6,24.8097,488.327,476.454,127.815,28.2138,0
2010,2010,3010,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,5,7,8,125,6,6,21.9466,480.058,490.19,128.222,30.6315,0
2011,2011,3011,800,800,2800,16,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,19.7195,480.883,483.278,152.592,26.1485,0
2012,2012,3012,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,5,2,8,150,5,5,23.2984,476.996,478.744,154.856,31.3993,0
2013,2013,3013,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,5,2,8,150,5,5,25.6369,478.392,479.914,154.49,34.6293,0
2014,2014,3014,800,800,2800,16,0,13.3333,347.826,30,25,20,4,5,8,150,6,6,26.6225,483.641,483.773,153.536,30.3482,0
2015,2015,3015,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,5,8,8,125,6,6,24.5389,470.881,479.004,129.115,29.7459,0
2016,2016,3016,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,5,8,8,125,6,6,24.2296,483.711,475.974,126.556,29.0318,0
2017,2017,3017,800,800,2800,16,0,13.3333,347.826,30,25,20,4,5,8,150,6,6,26.3292,482.081,482.292,156.848,24.4966,0
2018,2018,3018,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,5,2,8,150,5,5,24.2088,474.854,489.962,151.825,30.833,0
2019,2019,3019,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,2,8,150,4,4,27.4582,477.07,471.854,150.643,31.644,0
2020,2020,3020,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,4,8,150,5,5,26.9489,481.675,477.529,152.459,34.8944,0
2021,2021,3021,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,5,8,125,5,5,26.475,477.692,483.909,127.138,29.5599,0
2022,2022,3022,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,2,5,8,125,5,5,22.8794,476.214,479.99,129.967,31.7707,0
2023,2023,3023,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,2,4,8,150,5,5,25.0549,479.902,479.129,154.418,28.4492,0
2024,2024,3024,500,500,2800,6.25,0,13.3333,347.826,30,25,20,3,2,8,150,4,4,28.5054,479.716,476.979,152.915,25.5841,0
3001,3001,4001,500,500,2800,6.25,0,13.3333,347.826,30,25,20,1,0,8,150,4,4,22.5161,491.193,486.032,152.09,39.035,0
3002,3002,4002,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,24.7036,476.739,488.482,154.785,28.4783,0
3005,3005,4005,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,26.4159,481.772,478.209,155.901,25.5918,0
3006,3006,4006,500,500,2800,6.25,0,13.3333,347.826,30,25,20,1,0,8,150,4,4,28.2697,489.665,478.237,151.183,33.0406,0
3007,3007,4007,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,23.9408,477.213,477.219,153.698,26.9081,0
3008,3008,4008,800,800,2800,16,0,13.3333,347.826,30,25,20,6,2,8,150,6,6,19.7262,480.198,482.988,154.594,33.8241,0
3009,3009,4009,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,27.4839,483.633,480.669,151.986,28.219,0
3010,3010,4010,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,27.0429,475.147,476.76,151.033,28.5154,0
3011,3011,4011,800,800,2800,16,0,13.3333,347.826,30,25,20,6,2,8,150,6,6,26.2886,482.587,485.169,157.464,23.6367,0
3012,3012,4012,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,23.7342,472.88,483.607,152.482,30.6724,0
3013,3013,4013,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,29.3895,476.169,482.322,153.115,30.5683,0
3014,3014,4014,800,800,2800,16,0,13.3333,347.826,30,25,20,6,2,8,150,6,6,24.8786,472.368,480.132,153.005,38.2499,0
3015,3015,4015,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,27.3608,476.791,477.074,154.967,31.7277,0
3016,3016,4016,750,750,2800,14.0625,0,13.3333,347.826,30,25,20,4,4,8,150,6,6,21.5993,481.766,488.676,156.284,24.2595,0
3017,3017,4017,800,800,2800,16,0,13.3333,347.826,30,25,20,6,2,8,150,6,6,25.9744,487.919,476.871,152.641,30.6302,0
3018,3018,4018,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,3,1,8,150,5,5,23.0859,479.813,475.861,150.729,29.2163,0
3019,3019,4019,500,500,2800,6.25,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,25.287,489.558,471.388,150.206,39.7164,0
3020,3020,4020,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,3,8,150,5,5,25.1397,474.692,491.599,157.365,26.9961,0
3021,3021,4021,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,5,8,150,5,5,26.3797,485.963,487.932,151.083,28.5185,0
3022,3022,4022,650,650,2800,10.5625,0,13.3333,347.826,30,25,20,2,4,8,150,5,5,28.3951,487.487,477.045,152.594,28.9562,0
3023,3023,4023,550,550,2800,7.5625,0,13.3333,347.826,30,25,20,3,4,8,150,5,5,27.8389,471.685,461.423,157.494,29.1912,0
3024,3024,4024,500,500,2800,6.25,0,13.3333,347.826,30,25,20,1,1,8,150,4,4,23.26,479.159,479.304,150.892,26.937,0
4063,3,4025,650,650,1550,10.5625,0,13.3333,347.826,30,25,20,7,8,8,50,5,5,23.3867,486.226,482.56,50.0873,28.5644,0
4064,4025,1003,650,650,1550,10.5625,0,13.3333,347.826,30,25,20,1,5,8,75,5,5,20.6075,483.181,477.055,75.6838,26.1224,0
4065,4,4026,650,650,1550,10.5625,0,13.3333,347.826,30,25,20,7,8,8,50,5,5,25.6582,486.776,480.988,51.1501,26.6949,0
4066,4026,1004,650,650,1550,10.5625,0,13.3333,347.826,30,25,20,1,5,8,75,5,5,24.1378,483.736,479.162,78.4718,28.3174,0
4068,1003,4027,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,2,6,8,50,5,5,24.3023,477.564,479.112,51.5328,28.7112,0
4069,4027,2003,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,1,3,8,50,5,5,26.6047,485.326,481.584,50.7939,30.1828,0
4070,1004,4028,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,1,6,8,50,5,5,23.9116,476.235,484.896,50.4789,28.4238,0
4071,4028,2004,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,1,3,8,50,5,5,27.3008,481.77,484.08,50.0352,32.0699,0
4073,2003,4029,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,2,4,8,75,5,5,24.8222,482.938,481.792,78.2204,31.6054,0
4074,4029,3003,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,1,3,8,100,5,5,22.9083,480.245,476.078,100.76,25.3754,0
4075,2004,4030,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,2,4,8,75,5,5,25.7791,479.257,479.591,76.05,35.968,0
4076,4030,3004,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,1,3,8,100,5,5,22.0626,469.502,488.938,102.204,29.4786,0
4078,3003,4031,650,650,1400,10.5625,0,13.3333,347.826,30,25,20,2,2,8,150,5,5,25.6379,484.021,484.778,156.935,31.4169,0
