node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,inelastic,inelastic
2,7.25,0,0,,2,,,,,inelastic,inelastic
3,14.5,0,0,,4063,,,,,inelastic,inelastic
4,17.65,0,0,,4065,,,,,inelastic,inelastic
5,24.9,0,0,,5,,,,,inelastic,inelastic
6,32.15,0,0,,6,,,,,inelastic,inelastic
7,0,3.55,0,,7,,,,,inelastic,inelastic
8,7.25,3.55,0,,8,,,,,inelastic,inelastic
9,14.5,3.55,0,,9,,,,,inelastic,inelastic
10,17.65,3.55,0,,10,,,,,inelastic,inelastic
11,24.9,3.55,0,,11,,,,,inelastic,inelastic
12,32.15,3.55,0,,12,,,,,inelastic,inelastic
13,0,7.1,0,,13,,,,,inelastic,inelastic
14,7.25,7.1,0,,14,,,,,inelastic,inelastic
15,14.5,7.1,0,,15,,,,,inelastic,inelastic
16,17.65,7.1,0,,16,,,,,inelastic,inelastic
17,24.9,7.1,0,,17,,,,,inelastic,inelastic
18,32.15,7.1,0,,18,,,,,inelastic,inelastic
19,0,10.65,0,,19,,,,,inelastic,inelastic
20,7.25,10.65,0,,20,,,,,inelastic,inelastic
21,14.5,10.65,0,,21,,,,,inelastic,inelastic
22,17.65,10.65,0,,22,,,,,inelastic,inelastic
23,24.9,10.65,0,,23,,,,,inelastic,inelastic
24,32.15,10.65,0,,24,,,,,inelastic,inelastic
1001,0,0,2.9,1,1001,,1025,,1045,inelastic,inelastic
1002,7.25,0,2.9,2,1002,1025,1026,,1046,inelastic,inelastic
1003,14.5,0,2.9,4064,4068,1026,1027,,1047,inelastic,inelastic
1004,17.65,0,2.9,4066,4070,1027,1028,,1048,inelastic,inelastic
1005,24.9,0,2.9,5,1005,1028,1029,,1049,inelastic,inelastic
1006,32.15,0,2.9,6,1006,1029,,,1050,inelastic,inelastic
1007,0,3.55,2.9,7,1007,,1030,1045,1051,inelastic,inelastic
1008,7.25,3.55,2.9,8,1008,1030,1031,1046,1052,inelastic,inelastic
1009,14.5,3.55,2.9,9,1009,1031,1032,1047,1053,inelastic,inelastic
1010,17.65,3.55,2.9,10,1010,1032,1033,1048,1054,inelastic,inelastic
1011,24.9,3.55,2.9,11,1011,1033,1034,1049,1055,inelastic,inelastic
1012,32.15,3.55,2.9,12,1012,1034,,1050,1056,inelastic,inelastic
1013,0,7.1,2.9,13,1013,,1035,1051,1057,inelastic,inelastic
1014,7.25,7.1,2.9,14,1014,1035,1036,1052,1058,inelastic,inelastic
1015,14.5,7.1,2.9,15,1015,1036,1037,1053,1059,inelastic,inelastic
1016,17.65,7.1,2.9,16,1016,1037,1038,1054,1060,inelastic,inelastic
1017,24.9,7.1,2.9,17,1017,1038,1039,1055,1061,inelastic,inelastic
1018,32.15,7.1,2.9,18,1018,1039,,1056,1062,inelastic,inelastic
1019,0,10.65,2.9,19,1019,,1040,1057,,inelastic,inelastic
