column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,350,350,3100,2.94,0,7,140,30,12,12,2,1,6,75,2,2,17.9163,286.686,291.251,75.7184,35.3792,0.5
2,2,1002,450,450,3100,4.86,0,7,140,30,20,16,3,1,6,50,2,2,22.4548,287.11,285.324,51.6323,28.121,0.5
5,5,1005,450,450,3100,4.86,0,7,140,30,20,16,3,1,6,50,2,2,18.5322,287.448,289.065,52.1627,30.6707,0.5
6,6,1006,350,350,3100,2.94,0,7,140,30,12,12,2,1,6,75,2,2,17.8246,282.808,294.426,76.8165,29.4261,0.5
7,7,1007,450,450,3100,4.86,0,7,140,30,16,12,5,6,6,50,2,2,17.5854,285.182,287.456,52.4305,29.0789,0.5
8,8,1008,500,500,3100,6,0,7,140,30,20,16,6,5,6,50,3,3,19.3932,294.026,285.659,51.5103,31.3614,0.5
9,9,1009,500,500,3100,6,0,7,140,30,20,16,5,6,6,50,3,3,20.5554,288.903,288.514,52.0615,28.3094,0.5
10,10,1010,500,500,3100,6,0,7,140,30,20,16,5,6,6,50,3,3,19.7071,289.187,285.055,50.2856,30.471,0.5
11,11,1011,500,500,3100,6,0,7,140,30,20,16,6,5,6,50,3,3,17.6961,289.955,286.516,52.2892,28.7768,0.5
12,12,1012,450,450,3100,4.86,0,7,140,30,16,12,5,6,6,50,2,2,23.0379,293.318,287.45,50.32,32.229,0.5
13,13,1013,450,450,3100,4.86,0,7,140,30,16,12,5,5,6,50,2,2,19.6488,286.551,282.676,51.6201,27.2804,0.5
14,14,1014,500,500,3100,6,0,7,140,30,20,16,6,5,6,50,3,3,21.3717,284.528,285.9,50.6482,28.3133,0.5
15,15,1015,500,500,3100,6,0,7,140,30,20,16,5,5,6,50,3,3,19.7305,288.094,291.9,50.8427,31.8062,0.5
16,16,1016,500,500,3100,6,0,7,140,30,20,16,5,5,6,50,3,3,19.6216,285.068,290.217,51.789,29.8972,0.5
17,17,1017,500,500,3100,6,0,7,140,30,20,16,6,5,6,50,3,3,17.1034,292.475,283.474,50.4154,24.9762,0.5
18,18,1018,450,450,3100,4.86,0,7,140,30,16,12,5,5,6,50,2,2,18.4033,290.736,289.587,51.121,38.5811,0.5
19,19,1019,350,350,3100,2.94,0,7,140,30,12,12,2,2,6,75,2,2,18.7613,289.671,283.835,77.9763,28.8663,0.5
20,20,1020,450,450,3100,4.86,0,7,140,30,20,16,3,2,6,50,2,2,20.5011,293.618,284.604,50.5674,31.8603,0.5
21,21,1021,400,400,3100,3.84,0,7,140,30,16,12,5,3,6,50,2,2,22.0586,291.876,283.292,52.4899,31.6562,0.5
22,22,1022,400,400,3100,3.84,0,7,140,30,16,12,5,3,6,50,2,2,19.4384,293.952,287.839,51.5004,26.464,0.5
23,23,1023,450,450,3100,4.86,0,7,140,30,20,16,3,2,6,50,2,2,19.6111,286.413,286.471,50.2765,28.2021,0.5
24,24,1024,350,350,3100,2.94,0,7,140,30,12,12,2,2,6,75,2,2,17.3179,287.46,287.842,75.0303,30.8033,0.5
1001,1001,2001,350,350,2800,2.94,0,7,140,30,12,12,2,0,6,75,2,2,20.3677,288.901,286.492,75.128,28.513,0.5
1002,1002,2002,450,450,2800,4.86,0,7,140,30,20,16,0,1,6,50,2,2,22.0535,286.601,287.58,52.301,37.7973,0.5
1005,1005,2005,450,450,2800,4.86,0,7,140,30,20,16,0,1,6,50,2,2,18.2407,290.638,285.515,50.958,28.5514,0.5
1006,1006,2006,350,350,2800,2.94,0,7,140,30,12,12,2,0,6,75,2,2,15.0184,287.043,292.385,78.731,30.5939,0.5
1007,1007,2007,450,450,2800,4.86,0,7,140,30,16,12,0,3,6,75,2,2,18.2176,286.577,284.353,75.3425,34.2534,0.5
1008,1008,2008,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,20.6739,287.069,282.881,51.2953,29.7527,0.5
1009,1009,2009,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,3,2,19.4386,284.586,284.117,50.1051,33.2376,0.5
1010,1010,2010,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,3,2,22.4498,289.364,287.072,52.1709,30.3599,0.5
1011,1011,2011,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,17.6822,289.29,281.835,50.5074,29.301,0.5
1012,1012,2012,450,450,2800,4.86,0,7,140,30,16,12,0,3,6,75,2,2,22.6425,289.356,286.698,77.7652,30.7605,0.5
1013,1013,2013,450,450,2800,4.86,0,7,140,30,16,12,0,3,6,75,2,2,20.3721,288.304,282.822,75.0008,30.5513,0.5
1014,1014,2014,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,23.0438,288.836,289.122,52.2732,28.2171,0.5
1015,1015,2015,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,23.0988,288.58,289.149,51.0448,26.3263,0.5
1016,1016,2016,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,19.1317,287.6,287.68,52.3699,26.896,0.5
1017,1017,2017,500,500,2800,6,0,7,140,30,20,16,0,1,6,50,2,2,19.9215,287.637,287.16,50.6425,24.183,0.5
1018,1018,2018,450,450,2800,4.86,0,7,140,30,16,12,0,3,6,75,2,2,16.6261,284.292,288.719,76.9781,32.7244,0.5
1019,1019,2019,350,350,2800,2.94,0,7,140,30,12,12,2,1,6,75,2,2,18.5097,283.786,291.009,76.137,33.2248,0.5
1020,1020,2020,450,450,2800,4.86,0,7,140,30,20,16,0,1,6,50,2,2,19.3576,291.192,289.114,51.3008,35.2496,0.5
1021,1021,2021,400,400,2800,3.84,0,7,140,30,16,12,1,1,6,50,2,2,18.6737,289.428,282.946,52.1039,28.8396,0.5
1022,1022,2022,400,400,2800,3.84,0,7,140,30,16,12,1,1,6,50,2,2,18.5675,284.744,289.759,51.523,32.5873,0.5
1023,1023,2023,450,450,2800,4.86,0,7,140,30,20,16,0,1,6,50,2,2,18.7058,282.939,287.571,51.378,32.3511,0.5
1024,1024,2024,350,350,2800,2.94,0,7,140,30,12,12,2,1,6,75,2,2,18.6722,287.839,289.384,76.884,24.6271,0.5
2001,2001,3001,250,250,2800,1.5,0,7,140,30,12,12,1,0,6,125,2,2,19.0411,284.724,292.873,126.271,33.9184,0.5
2002,2002,3002,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,75,2,2,19.5426,285.124,291.011,76.0181,31.8377,0.5
2005,2005,3005,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,75,2,2,16.9822,293.434,286.866,77.9722,25.9482,0.5
2006,2006,3006,250,250,2800,1.5,0,7,140,30,12,12,1,0,6,125,2,2,21.5483,288.788,286.31,130.991,26.325,0.5
2007,2007,3007,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,75,2,2,17.9731,285.96,287.037,76.033,27.83,0.5
2008,2008,3008,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,18.3253,287.728,283.263,51.0935,31.7645,0.5
2009,2009,3009,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,19.4933,292.996,285.872,51.126,28.2138,0.5
2010,2010,3010,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,17.2437,288.035,294.114,51.2889,30.6315,0.5
2011,2011,3011,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,15.4939,288.53,289.967,50.864,26.1485,0.5
2012,2012,3012,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,75,2,2,18.3059,286.198,287.246,77.4278,31.3993,0.5
2013,2013,3013,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,75,2,2,20.1433,287.035,287.948,77.2452,34.6293,0.5
2014,2014,3014,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,20.9177,290.184,290.264,51.1785,30.3482,0.5
2015,2015,3015,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,19.2806,282.529,287.402,51.646,29.7459,0.5
2016,2016,3016,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,19.0376,290.227,285.585,50.6224,29.0318,0.5
2017,2017,3017,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,50,2,2,20.6872,289.249,289.375,52.2828,24.4966,0.5
2018,2018,3018,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,75,2,2,19.0212,284.912,293.977,75.9125,30.833,0.5
2019,2019,3019,250,250,2800,1.5,0,7,140,30,12,12,1,0,6,125,2,2,21.5743,286.242,283.112,125.536,31.644,0.5
2020,2020,3020,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,75,2,2,21.1741,289.005,286.517,76.2295,34.8944,0.5
2021,2021,3021,350,350,2800,2.94,0,7,140,30,16,12,1,1,6,75,2,2,20.8018,286.615,290.345,76.283,29.5599,0.5
2022,2022,3022,350,350,2800,2.94,0,7,140,30,16,12,1,1,6,75,2,2,17.9767,285.729,287.994,77.9805,31.7707,0.5
2023,2023,3023,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,75,2,2,19.686,287.941,287.477,77.2091,28.4492,0.5
2024,2024,3024,250,250,2800,1.5,0,7,140,30,12,12,1,0,6,125,2,2,22.3971,287.83,286.187,127.429,25.5841,0.5
3001,3001,4001,250,250,2800,1.5,0,7,140,30,12,12,0,0,6,125,2,2,17.6912,294.716,291.619,126.741,39.035,0.5
3002,3002,4002,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,50,2,2,19.41,286.043,293.089,51.5951,28.4783,0.5
3005,3005,4005,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,50,2,2,20.7553,289.063,286.925,51.9671,25.5918,0.5
3006,3006,4006,250,250,2800,1.5,0,7,140,30,12,12,0,0,6,125,2,2,22.2119,293.799,286.942,125.986,33.0406,0.5
3007,3007,4007,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,100,2,2,18.8106,286.328,286.332,102.465,26.9081,0.5
3008,3008,4008,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,150,2,2,15.4992,288.119,289.793,154.594,33.8241,0.5
3009,3009,4009,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,21.5945,290.18,288.401,126.655,28.219,0.5
3010,3010,4010,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,21.248,285.088,286.056,125.86,28.5154,0.5
3011,3011,4011,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,150,2,2,20.6554,289.552,291.101,157.464,23.6367,0.5
3012,3012,4012,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,100,2,2,18.6483,283.728,290.164,101.655,30.6724,0.5
3013,3013,4013,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,100,2,2,23.0918,285.701,289.393,102.077,30.5683,0.5
3014,3014,4014,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,19.5475,283.421,288.079,127.504,38.2499,0.5
3015,3015,4015,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,21.4977,286.075,286.244,129.139,31.7277,0.5
3016,3016,4016,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,16.9709,289.06,293.206,130.236,24.2595,0.5
3017,3017,4017,400,400,2800,3.84,0,7,140,30,20,16,0,0,6,125,2,2,20.4085,292.751,286.123,127.201,30.6302,0.5
3018,3018,4018,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,100,2,2,18.1389,287.888,285.517,100.486,29.2163,0.5
3019,3019,4019,250,250,2800,1.5,0,7,140,30,12,12,0,0,6,125,2,2,19.8684,293.735,282.833,125.172,39.7164,0.5
3020,3020,4020,350,350,2800,2.94,0,7,140,30,20,16,0,0,6,50,2,2,19.7526,284.815,294.959,52.455,26.9961,0.5
3021,3021,4021,350,350,2800,2.94,0,7,140,30,16,12,0,1,6,75,2,2,20.7269,291.578,292.759,75.5417,28.5185,0.5
